year,track_id,track_name,artist_name,album_name,release_date,release_year,explicit,popularity,duration_sec,artist_popularity,artist_genres,duration_min,release_month,years_since_release,genre_group
2014,5rRfQfE9OLBIYKkmp0VeMc,La mala costumbre (feat. David Bisbal),Pastora Soler,20,2014-12-09,2014,0,46,243.866,50,"flamenco pop, flamenco",4.064433333333334,12.0,0,flamenco pop
2014,2DQjC7C58YhBPWGAwGCX9l,Es Mejor Sentir,Manolo Garcia,Todo Es Ahora,2014-11-24,2014,0,27,220.32,58,"flamenco, flamenco pop",3.672,11.0,0,flamenco
2014,4FK7AeLUoexDhuybfz3mY3,Tralará,Conchita,Esto Era,2014-05-13,2014,0,32,179.711,51,,2.9951833333333333,5.0,0,unknown
2014,72DWrFAtgikCETVYxgOlXW,Qué Bien Se Te Ve,Mr. Kilombo,Baile de Disfraces,2014-03-04,2014,0,26,202.426,43,singer-songwriter,3.3737666666666666,3.0,0,singer-songwriter
2014,0YUiI4zdalScQmDUahywEg,Por fin,Pablo Alborán,Terral,2014-11-10,2014,0,63,241.013,74,latin pop,4.016883333333333,11.0,0,latin pop
2014,6PIRiVNVZk0vN9ZyUJTqKj,Mi Problema,Ismael Serrano,La Llamada,2014-10-06,2014,0,42,365.986,52,"trova, singer-songwriter, nueva trova, latin folk",6.099766666666667,10.0,0,trova
2014,1P3D5Bo1gOSEfA9jhI2j8v,Darte Mi Vida,Amaia Montero,Si Dios Quiere Yo Tambien (Edicion Especial Spotify),2014-09-15,2014,0,47,246.32,58,,4.105333333333333,9.0,0,unknown
2014,0DyobviCKuz1ejfAVzNWtA,Ya Verás,Funambulista,Quédate,2014-10-21,2014,0,20,248.973,51,singer-songwriter,4.14955,10.0,0,singer-songwriter
2014,0DnDZlGXlZCiK4vPtHcbQl,Matemática de la Carne,Rayden,En Alma y Hueso (Versión Comentada),2014-11-04,2014,0,43,226.973,49,,3.7828833333333334,11.0,0,unknown
2014,609yGKSSwUmlrxawuYibBL,Perdona Si Te Llamo Amor,Maldita Nerea,Mira Dentro,2014-10-06,2014,0,49,211.8,55,,3.53,10.0,0,unknown
2014,6Mpnn6qruRyfXGzZDsXnja,Será - Vida de hombre,Café Quijano,Orígenes: El Bolero Vol.3,2014-12-02,2014,0,37,234.672,58,"bolero, rock en español",3.9112,12.0,0,bolero
2014,7reFJi6AD4hmBx1VcCtTz7,Mi Marciana,David Barrull,Sueños Cumplidos,2014-01-01,2014,0,39,292.826,36,"flamenco, flamenco pop",4.880433333333333,1.0,0,flamenco
2014,5tUhxexKFOBDB8DOetNE3U,Aire,Miguel Campello,Camina,2014-11-11,2014,0,38,268.671,53,"flamenco, flamenco pop",4.47785,11.0,0,flamenco
2014,54VdXTdfMkDQijHRHKHPox,Loco,Enrique Iglesias,SEX AND LOVE,2014-03-14,2014,0,48,193.048,78,"latin pop, latin",3.2174666666666667,3.0,0,latin pop
2014,5mkX6DTDnMMEf8glSiU4EI,Si No Te Quisiera,Juan Magán,The King Is Back,2014-07-22,2014,0,33,185.48,69,"reggaeton, latin",3.0913333333333335,7.0,0,reggaeton
2014,6AltJy9AVuZ3yCOw5rW4lE,Él No Te Da,Dasoul,Él No Te Da,2014-12-16,2014,0,19,248.28,43,,4.138,12.0,0,unknown
2014,1FWD08y0cTKR31BNn8awLt,Fanática Sensual,Plan B,Love And Sex,2014-09-09,2014,0,73,240.32,80,reggaeton,4.005333333333334,9.0,0,reggaeton
2014,3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),2014-01-17,2014,0,73,227.833,75,,3.7972166666666665,1.0,0,unknown
2015,32DRpZgrvQZddDkKF2DoTr,Slowly,Natalia Lafourcade,"Giralunas, Un Homenaje a L.E.Aute",2015-05-25,2015,0,47,336.813,73,"latin folk, bolero, latin indie, latin alternative, latin folklore",5.61355,5.0,0,latin folk
2015,5tsDJt6Riyi26vowpb6FLs,Tu Enemigo,Pablo López,El Mundo Y Los Amantes Inocentes,2015-09-04,2015,0,56,208.926,58,,3.4821,9.0,0,unknown
2015,4lWnNqKJmhxrgzidQmXB94,Ya No,Manuel Carrasco,Bailar El Viento,2015-10-30,2015,0,57,226.16,65,"flamenco, flamenco pop",3.7693333333333334,10.0,0,flamenco
2015,4Cq7GHxnOD6hMw11ejkf3U,A Que No Me Dejas,Alejandro Sanz,Sirope,2015-05-04,2015,0,43,311.177,79,latin pop,5.186283333333333,5.0,0,latin pop
2015,4oHTChAK7Ixs3VtkrHQCtI,Vuelves,Rozalén,Quien Me Ha Visto...,2015-09-11,2015,0,38,202.773,61,singer-songwriter,3.37955,9.0,0,singer-songwriter
2015,2W7dvnZHuATpy9jKot6wS3,Volar,Macaco,Historias Tattooadas,2015-03-23,2015,0,48,211.293,54,"spanish-language reggae, latin alternative",3.52155,3.0,0,spanish-language reggae
2015,1V7zryh67Bs664fcV4xR5T,El Mismo Sol (Under The Same Sun) - B-Case Remix,Alvaro Soler,El Mismo Sol (Under The Same Sun) [B-Case Remix],2015-12-28,2015,0,36,190.011,64,,3.16685,12.0,0,unknown
2015,0pGMAK5wooEtjAEcP8bkKL,Hundred Miles,YALL,Hundred Miles,2015-10-16,2015,0,65,172.414,48,,2.8735666666666666,10.0,0,unknown
2015,0AlA1HEKSStJRUc58jRErZ,Who's Loving You? (feat. Anastacia),Auryn,Ghost Town (Deluxe Edition),2015-12-04,2015,0,35,218.773,30,,3.6462166666666667,12.0,0,unknown
2015,5k7HG3NWq7IRMPZp3PV8ys,Mi Héroe,Antonio Orozco,Destino (Última Llamada),2017-05-19,2017,0,26,234.964,63,"flamenco, flamenco pop",3.9160666666666666,5.0,-2,flamenco
2015,0CQPWcVvEP0YqJudrQp3Pt,Pastillas para Dormir,Estopa,Rumba a Lo Desconocido,2015-10-02,2015,0,53,197.8,68,"flamenco, flamenco pop",3.296666666666667,10.0,0,flamenco
2015,6UPgL0ytJgVCcsNZt6wXGl,Quiero,Malú,Caos,2015-11-27,2015,0,35,220.36,60,"flamenco pop, flamenco",3.6726666666666667,11.0,0,flamenco pop
2015,6Rm7VmumaUGA1dAB2fWqf0,No Saben de Ti,Andrés Suárez,Mi Pequeña Historia,2015-06-01,2015,0,41,237.68,51,"singer-songwriter, trova, nueva trova",3.961333333333333,6.0,0,singer-songwriter
2015,4ZiMMIaoK9sSI1iQIvHSq8,Amanecer,Edurne,Adrenalina,2015-06-15,2015,0,36,184.466,42,villancicos,3.0744333333333334,6.0,0,villancicos
2015,7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias),Nicky Jam,Fénix,2017-01-20,2017,0,78,205.906,82,"reggaeton, latin",3.431766666666667,1.0,-2,reggaeton
2015,2xUl8Bp6eLddk5mdv8I2Wo,Cuando me siento bien,Efecto Pasillo,Tiembla la tierra,2015-12-20,2015,0,58,223.68,54,,3.728,12.0,0,unknown
2015,1ogJK57FglEe7kmbAQDi0v,Que Electricidad,Carlos Sadness,La Idea Salvaje (Edición Especial Spotify),2015-02-16,2015,0,48,235.493,55,latin indie,3.9248833333333333,2.0,0,latin indie
2015,4OjQ68sQeMjixftMdfDGUq,Llévame Muy Lejos,Amaral,Nocturnal,2015-10-30,2015,0,32,336.741,61,,5.61235,10.0,0,unknown
2015,4fSar1liXyxCK3lOcWHUE1,Creo en Mi,Natalia Jiménez,Creo en Mi,2015-03-17,2015,0,67,229.373,61,"mariachi, ranchera",3.8228833333333334,3.0,0,mariachi
2015,2lae0qefTJ1FP7L2rcLg2t,Recuérdame - Nueva versión,Pablo Alborán,Tour Terral (Tres noches en Las Ventas),2015-11-06,2015,0,31,292.912,74,latin pop,4.881866666666666,11.0,0,latin pop
2015,5Yf4Dxfo4cQK2WJtMrblr7,Querría,El Kanka,De Pana y Rubí,2015-11-13,2015,0,50,249.573,54,singer-songwriter,4.15955,11.0,0,singer-songwriter
2015,0cHNfGD923yGfbgpUvdiI3,Cuando Te Empecé a Querer,Juanito Makandé,Muerte a los Pájaros Negros,2015-10-15,2015,0,44,225.401,45,"flamenco, flamenco pop",3.756683333333333,10.0,0,flamenco
2015,3N5ahKxKC7pBtcpeYLSrIR,Si Tu No Bailas Conmigo (with Juan Luis Guerra),Niña Pastori,Amame Como Soy (Nuevas Joyas),2015-11-06,2015,0,40,249.4,59,"flamenco, flamenco pop, villancicos",4.156666666666666,11.0,0,flamenco
2015,2UwjDLdFpgLcYIdJ5uTqY5,...Y Rozar Contigo,Robe,Lo Que Aletea en Nuestras Cabezas,2015-06-09,2015,0,48,203.44,57,,3.3906666666666667,6.0,0,unknown
2015,7lwXrOskUl8qQN8WKuaRYe,Copacabana,IZAL,Copacabana,2015-09-18,2015,0,49,190.626,57,indie,3.1771,9.0,0,indie
2015,55WP5MMhB1jeq1RNr8y6sc,Caída Libre,Zahara,Santa,2015-04-21,2015,0,38,176.373,50,,2.93955,4.0,0,unknown
2015,5Y4bI6rvSQ7MUXdOFxcdnT,CULPA Y CASTIGO,Carmen Boza,LA MANSIÓN DE LOS ESPEJOS,2014-10-14,2014,0,19,175.699,30,singer-songwriter,2.9283166666666665,10.0,1,singer-songwriter
2015,7dptUT6RKaWXwpwvJdepay,Won't Stop,Electric Nana,To Life!,2015-04-21,2015,0,13,226.936,12,,3.7822666666666667,4.0,0,unknown
2015,7dooKLPgKQY8OVgGzkkVgR,Tú y yo,Sergio Dalma,Dalma,2015-10-30,2015,0,35,241.991,55,,4.033183333333334,10.0,0,unknown
2015,2YHNVb3qXaOfDmecQgMOjP,El Arte De Vivir,Antonio José,El Viaje (Deluxe / Ganador La Voz 2015),2015-12-11,2015,0,42,174.636,57,"flamenco, flamenco pop, bachata",2.9106,12.0,0,flamenco
2015,6QuCgVKnByRWQQVGfKgJSq,Wonderwoman (feat. Jake Miller),Sweet California,Wonderwoman (feat. Jake Miller),2015-07-31,2015,0,13,187.878,34,,3.1313,7.0,0,unknown
2015,5XqCt3Z7CN1GU1XWnWhUC8,I'm Feeling so Good (feat. CD9),Abraham Mateo,Are You Ready?,2015-11-13,2015,0,30,207.133,69,,3.4522166666666667,11.0,0,unknown
2015,7J2YmulkCtdxK7Wqk5DE3x,Good To Be Bad - Miedo A Querer,Paula Rojo,Creer Para Ver,2015-06-30,2015,0,9,185.109,29,,3.08515,6.0,0,unknown
2015,64cQ79mesIAszcHRGS6px7,Un Zombie A La Intemperie,Alejandro Sanz,Sirope,2015-05-04,2015,0,36,301.115,79,latin pop,5.018583333333333,5.0,0,latin pop
2015,3959gzK7VGjdTWbY9NpkkE,Los Abrazos Rotos (with Alex Ubago),Amaia Montero,Los Abrazos Rotos (with Alex Ubago),2015-10-09,2015,0,46,305.851,58,,5.0975166666666665,10.0,0,unknown
2015,6kkjDTCtqe679yuaeqi0j1,Frío,María Parrado,Frío,2015-11-27,2015,0,19,244.807,42,,4.080116666666667,11.0,0,unknown
2015,5Cafhb4JBCTLARyVntU6ve,Renuncio,Ruth Lorenzo,Planeta Azul,2014-11-04,2014,0,14,227.145,33,,3.78575,11.0,1,unknown
2015,7rG8okppJIzUYiVqXm7sey,Pídeme,Antonio Orozco,Destino,2015-12-04,2015,0,43,204.056,63,"flamenco, flamenco pop",3.400933333333333,12.0,0,flamenco
2015,2ysWfR2B1MeggDqcHyZGnt,Lo Saben Mis Zapatos,Pablo López,El Mundo Y Los Amantes Inocentes,2015-09-04,2015,0,54,290.033,58,,4.8338833333333335,9.0,0,unknown
2015,49nP5xcid4glXqzkeiVvEo,Amos del Piano Bar,Taburete,Tres Tequilas & Un Mezcal,2017-12-08,2017,0,13,170.019,58,,2.83365,12.0,-2,unknown
2015,1eWWoWKQOMz93lfehIedol,Prométeme,Pignoise,Lo Que Queda por Andar,2015-10-09,2015,0,15,220.009,55,,3.6668166666666666,10.0,0,unknown
2015,5y4g8rBf30P8Tc0pibVUnX,Hijos de un Mismo Dios,Macaco,Historias Tattooadas,2015-03-23,2015,0,43,265.92,54,"spanish-language reggae, latin alternative",4.432,3.0,0,spanish-language reggae
2015,48hdpA08wTVhXVdU2uC95b,Bandida (feat. Maluma),Danny Romero,Bandida (feat. Maluma),2015-04-27,2015,0,37,193.333,48,,3.2222166666666667,4.0,0,unknown
2015,5mkX6DTDnMMEf8glSiU4EI,Si No Te Quisiera,Juan Magán,The King Is Back,2014-07-22,2014,0,33,185.48,69,"reggaeton, latin",3.0913333333333335,7.0,1,reggaeton
2015,77eU2CPN6ENhvQdW6m83O2,La Que Nunca Se Rinde,Marta Sánchez,21 Días,2015-02-24,2015,0,32,206.788,62,latin pop,3.446466666666667,2.0,0,latin pop
2015,2TnQyakX7S83bBwErL2b3b,Mi Mejor Error,Critika y Saik,Lo Que Nunca Te Dije,2015-08-28,2015,0,30,222.506,28,,3.7084333333333332,8.0,0,unknown
2015,1l7qHfAKRnhUI1i5Wn6mIg,Soy yo,Nyno Vargas,El Efecto Nyno,2015-09-18,2015,0,41,211.2,54,"flamenco, flamenco pop, flamenco urbano",3.52,9.0,0,flamenco
2015,6ompGErYS59VXTd9w4fWvz,Pégate,Ylenia,Pégate,2015-06-23,2015,0,40,194.861,22,,3.2476833333333333,6.0,0,unknown
2015,2DAULesb1U4Qz4FSTZpEUJ,Por Fin Te Encontré,Cali Y El Dandee,Por Fin Te Encontré,2015-09-24,2015,0,72,250.836,67,"colombian pop, pop urbano",4.1806,9.0,0,colombian pop
2015,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,Ghost Stories,2014-05-16,2014,0,86,267.866,89,,4.464433333333333,5.0,1,unknown
2015,5a7NdkF09AfD0H607eiOkX,On My Mind,Ellie Goulding,Delirium (Deluxe),2015-11-06,2015,0,66,213.445,79,,3.5574166666666667,11.0,0,unknown
2015,5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,Selena Gomez,Revival (Deluxe),2015-10-09,2015,0,75,221.28,82,,3.688,10.0,0,unknown
2015,4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,V,2014-09-02,2014,0,85,189.96,86,pop,3.166,9.0,1,pop
2015,6vtFApLsXuSSiBRmpf81nW,Si No Te Enamoras,KEVIN ROLDAN,The Beginning,2017-01-20,2017,0,60,242.986,70,"reggaeton, trap latino, urbano latino",4.049766666666667,1.0,-2,reggaeton
2015,7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,In The Lonely Hour,2014-05-26,2014,0,86,239.316,82,soft pop,3.9886,5.0,1,soft pop
2015,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,Forever,2015-05-22,2015,0,74,210.013,73,edm,3.5002166666666668,5.0,0,edm
2015,4zLBcDtvYNVtF9fnG6lme3,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,Prayer,2014-09-16,2014,0,69,179.96,76,tropical house,2.9993333333333334,9.0,1,tropical house
2015,03f28Kmu5AlIdKAfEJiI8F,La Temperatura (feat. Eli Palacios),Maluma,PB.DB. The Mixtape,2015-03-06,2015,0,68,224.786,84,"reggaeton, latin, urbano latino",3.7464333333333335,3.0,0,reggaeton
2015,1EeyW21hFIylGaCMGfCtqR,Noche Y De Dia,Enrique Iglesias,SEX AND LOVE,2014-03-14,2014,0,54,222.666,78,"latin pop, latin",3.7111,3.0,1,latin pop
2015,1tRtELNORw5rijldY4JoWU,I Really Like You,Carly Rae Jepsen,Emotion (10th Anniversary Edition),2025-10-17,2025,0,55,204.763,71,,3.412716666666667,10.0,-10,unknown
2015,4ciaNqHWA2IzHphZaVRzHI,Heroes,Måns Zelmerlöw,Heroes,2015-02-28,2015,0,54,190.613,46,,3.1768833333333335,2.0,0,unknown
2015,6gj08XDlv9Duc2fPOxUmVD,Lips Are Movin,Meghan Trainor,Title (Deluxe),2015-01-12,2015,0,64,182.666,75,,3.0444333333333335,1.0,0,unknown
2015,00HoAN2EjaokGO4CS8KB4k,King,Olly Alexander (Years & Years),King (Sixten Remix),2023-08-25,2023,0,48,215.36,70,,3.5893333333333333,8.0,-8,unknown
2015,0tDC3KJPPu5eonGTtCURpq,Headlights (feat. Ilsey),Robin Schulz,Sugar,2015-09-25,2015,0,67,209.208,76,tropical house,3.4868,9.0,0,tropical house
2015,3jnw4c0qCQzSp3Ozmohp3a,Tentándome,Juan Magán,The King Is Back (#LatinIBIZAte),2015-10-16,2015,0,46,168.746,69,"reggaeton, latin",2.8124333333333333,10.0,0,reggaeton
2015,7x5xYW5W42OGPAdHUyyguy,Locked Away (feat. Adam Levine),R. City,What Dreams Are Made Of,2015-10-09,2015,0,82,227.48,64,,3.791333333333333,10.0,0,unknown
2015,7fzErW0dRVRaTWjNLPFwUn,Lejos de Aquí,Farruko,Farruko Presents Los Menores,2016-02-22,2016,0,68,221.735,83,"reggaeton, trap latino",3.6955833333333334,2.0,-1,reggaeton
2015,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,Globalization,2014-11-24,2014,1,85,229.36,85,,3.8226666666666667,11.0,1,unknown
2015,3YmA3gZqlXl0MkwhkVKxRy,Mi Verdad (feat. Shakira),Maná,Cama Incendiada,2015-04-21,2015,0,73,272.576,79,"rock en español, latin rock, mexican rock, latin pop",4.542933333333333,4.0,0,rock en español
2015,0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,The Days / Nights,2014-01-01,2014,0,84,176.658,80,edm,2.9443,1.0,1,edm
2015,4OKmYJF7Wk8uJxv68wFH0j,El Mismo Sol,Alvaro Soler,Eterno Agosto,2016-07-15,2016,0,57,188.093,64,,3.1348833333333332,7.0,-1,unknown
2015,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,In The Lonely Hour,2014-05-26,2014,0,83,172.723,82,soft pop,2.8787166666666666,5.0,1,soft pop
2015,6kwAbEjseqBob48jCus7Sz,Elastic Heart,Sia,1000 Forms Of Fear,2014-07-04,2014,0,78,257.2,84,,4.286666666666667,7.0,1,unknown
2015,1cQ3LIkZE68pMSnPhZWXLu,Earned It (Fifty Shades Of Grey),The Weeknd,The Highlights,2021-02-05,2021,1,78,277.724,94,,4.628733333333333,2.0,-6,unknown
2015,0SUukeNYkHMk8bxwgGQKJa,Me Voy Enamorando - Remix,Chino & Nacho,Radio Universo,2015-05-05,2015,0,66,215.8,65,"merengue, reggaeton, latin",3.5966666666666667,5.0,0,merengue
2015,0Mk48GaMgw0qz0auSymuHd,Perdido En Tus Ojos,Don Omar,The Last Don II,2015-06-16,2015,0,61,234.08,84,"reggaeton, urbano latino",3.9013333333333335,6.0,0,reggaeton
2015,6YwLgicpvVuMt1eE2OldwQ,Five More Hours,Deorro,Five More Hours,2015-03-03,2015,0,66,211.975,65,"melbourne bounce, electro house",3.5329166666666665,3.0,0,melbourne bounce
2015,1w56puP15nqOK4yr8776dY,Tocado y hundido,Melendi,Un alumno más,2014-11-25,2014,0,55,211.586,73,"flamenco, flamenco pop",3.5264333333333333,11.0,1,flamenco
2015,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,2014-09-19,2014,0,83,241.688,83,,4.028133333333333,9.0,1,unknown
2015,00i0O74dXdaKKdCrqHnfXm,La Mordidita (feat. Yotuel),Ricky Martin,A Quien Quiera Escuchar (Deluxe Edition),2015-02-10,2015,0,69,211.68,73,"latin pop, latin",3.528,2.0,0,latin pop
2015,7F7kL3i6SDEIbDcoJZGiig,Sígueme Y Te Sigo,Daddy Yankee,Sígueme Y Te Sigo,2015-03-12,2015,0,68,209.786,87,"reggaeton, latin",3.4964333333333335,3.0,0,reggaeton
2015,1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,Cloud Nine,2016-05-13,2016,0,77,271.64,77,tropical house,4.527333333333333,5.0,-1,tropical house
2015,1qpbJ8GiPc706AfGqZAIei,El Taxi - Video Version,"Osmani Garcia ""La Voz""",El Taxi (Video Version),2014-03-20,2014,0,63,324.44,53,,5.407333333333334,3.0,1,unknown
2015,4255amV4enzl28KAn16rUO,Are You With Me,Lost Frequencies,Less Is More,2016-10-21,2016,0,79,138.013,76,tropical house,2.3002166666666666,10.0,-1,tropical house
2015,0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,2018,0,75,253.52,79,,4.225333333333333,2.0,-3,unknown
2015,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),2014-06-21,2014,0,84,281.56,89,soft pop,4.692666666666667,6.0,1,soft pop
2015,4UKJUbcuStnnxLeJmVJsSc,Lean On,Major Lazer,Peace Is The Mission (Extended),2015-11-27,2015,0,64,176.561,74,moombahton,2.9426833333333335,11.0,0,moombahton
2015,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,Me 4 U,2015-10-16,2015,0,80,180.565,64,,3.0094166666666666,10.0,0,unknown
2015,72iOihHEQp0LA0hZcjfLaA,He Llorado (Como Un Niño),Juan Magán,The King Is Back (#LatinIBIZAte),2015-10-16,2015,0,65,218.88,69,"reggaeton, latin",3.648,10.0,0,reggaeton
2015,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,Purpose (Deluxe),2015-11-13,2015,0,83,205.68,92,,3.428,11.0,0,unknown
2015,3uvypVUsiIr1B0BccIcsEh,6 AM,J Balvin,La Familia,2013-09-29,2013,0,70,243.226,87,"reggaeton, latin",4.053766666666666,9.0,2,reggaeton
2015,7pqgMEKsDMOHUdFQ7n0N9K,Dangerous (feat. Sam Martin),David Guetta,Listen,2014-11-10,2014,0,70,203.641,88,edm,3.3940166666666665,11.0,1,edm
2015,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,I,2018-02-16,2018,0,73,186.146,71,tropical house,3.1024333333333334,2.0,-3,tropical house
2015,3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,Love In The Future (Expanded Edition),2013-08-30,2013,0,86,269.56,75,"soft pop, neo soul",4.492666666666667,8.0,2,soft pop
2015,5Ra1n0XZPneh64gdF3Jv0g,Muevelo (feat. Wisin),Sofía Reyes,Louder!.,2017-02-03,2017,0,41,212.204,63,latin pop,3.5367333333333333,2.0,-2,latin pop
2016,5vj59ONIVbyhcrI8ZSwoRo,Sofia,Alvaro Soler,Eterno Agosto,2016-07-15,2016,0,69,210.466,64,,3.5077666666666665,7.0,0,unknown
2016,4Dl8bEzhAEGbcwkQawS1XG,Antes de Morirme - feat. ROSALÍA,C. Tangana,Antes de Morirme (feat. ROSALÍA),2016-07-05,2016,0,69,199.994,72,,3.3332333333333333,7.0,0,unknown
2016,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2016-04-18,2016,0,67,199.693,78,"latin pop, latin",3.3282166666666666,4.0,0,latin pop
2016,3Q8avvsQE7mtTXT2TrDx3I,Sincericidio,Leiva,Monstruos,2016-08-26,2016,0,60,251.453,67,,4.190883333333334,8.0,0,unknown
2016,3IqlVU6AunWVMcGmfgiDLF,Sirenas,Taburete,Dr. Charas,2016-11-18,2016,0,62,184.25,58,,3.0708333333333333,11.0,0,unknown
2016,7A6vqBPkt4rbwXsKhrl7B1,París,Dani Martín,La Montaña Rusa,2016-09-23,2016,0,41,244.586,63,,4.076433333333333,9.0,0,unknown
2016,1m7lXgCcQD8DwZWTUZBBOF,La tormenta - Acústico,Sidecars,Contra las cuerdas,2016-03-11,2016,0,41,221.053,51,,3.6842166666666665,3.0,0,unknown
2016,5JdMJsSyGcnVrVJACgX5AS,Verano,La Oreja de Van Gogh,El Planeta Imaginario,2016-11-04,2016,0,53,261.933,74,latin pop,4.36555,11.0,0,latin pop
2016,2hTM238dLwRPPdbNspJihh,Antes Que No,David Bisbal,Hijos Del Mar,2016-12-02,2016,0,38,226.27,69,"latin pop, villancicos",3.771166666666667,12.0,0,latin pop
2016,6gOV5hybdOVRKMuQ7zKxd9,Quiero Que Sepas,Juan Magán,Quiero Que Sepas,2016-06-24,2016,0,43,248.093,69,"reggaeton, latin",4.134883333333334,6.0,0,reggaeton
2016,1NaNyBcdPuJICxTX90xIQg,Geometría polisentimental,Fangoria,Canciones para robots románticos,2016-02-12,2016,0,40,208.188,52,,3.4698,2.0,0,unknown
2016,62CNxOxeAo23H9bei584Ii,Good Life,Sweet California,3,2016-12-02,2016,0,28,216.868,34,,3.6144666666666665,12.0,0,unknown
2016,3FGcV5ESbQNLgi5uvBmSmP,Complicidad,Vanesa Martín,Munay,2016-11-18,2016,0,52,235.464,64,"flamenco pop, flamenco",3.9244,11.0,0,flamenco pop
2016,66VmioeXL4i1TCfHIO8R9t,Desde Que Estamos Juntos,Melendi,Quítate las Gafas,2016-11-11,2016,0,60,273.293,73,"flamenco, flamenco pop",4.554883333333334,11.0,0,flamenco
2016,60ACK7b0zVJyyQkJ1X2dB3,El cielo que me das,Rosana,En la memoria de la piel,2016-11-04,2016,0,34,234.569,59,"trova, villancicos",3.909483333333333,11.0,0,trova
2016,6Yf2PUq5aZxrCrkNMMIkHo,Respirar,Bebe,Cambio de piel,2016-09-16,2016,0,52,226.242,56,,3.7707,9.0,0,unknown
2016,7adrJaWFrJLzG2vKONuWnH,Gloria A Ti,Rosario,Gloria A Ti,2016-11-04,2016,0,44,228.439,57,"flamenco, flamenco pop",3.8073166666666665,11.0,0,flamenco
2016,1uwPEGzopXl9KawQR1JGXq,Deja Que Te Bese,Alejandro Sanz,Deja Que Te Bese,2016-07-15,2016,0,67,244.353,79,latin pop,4.07255,7.0,0,latin pop
2016,4s7InBkorQD30xApDCJSwh,Asuntos Pendientes (feat. Abel Pintos & Feten Feten) - En Directo,Rozalén,Asuntos Pendientes (feat. Abel Pintos & Feten Feten) [En Directo],2016-07-22,2016,0,28,214.011,61,singer-songwriter,3.56685,7.0,0,singer-songwriter
2016,6orRFPOpyksp2Hgh7KDehQ,Qué hay más allá,María Parrado,Vaiana (Banda Sonora Original en Castellano),2016-12-02,2016,0,46,163.386,42,,2.7231,12.0,0,unknown
2016,70Nnv19ATpdMTYGLvErd4Y,Y si te vas,David DeMaría,Séptimo cielo,2016-04-01,2016,0,21,221.88,45,"flamenco pop, flamenco",3.698,4.0,0,flamenco pop
2016,3kGFPMLAixmHVyvP9Hgl30,Bala perdida,Beret,Temas Inéditos 2,2016-08-24,2016,0,46,129.88,69,,2.1646666666666667,8.0,0,unknown
2016,0t9evBkcm69eN4ClVPMiAt,Contigo,Antonio José,Senti2,2016-07-08,2016,0,50,201.759,57,"flamenco, flamenco pop, bachata",3.36265,7.0,0,flamenco
2016,1p8CZUTLPwIEujZ88Emyk0,Soy Humana,Chenoa,#SoyHumana (Versión Comentada Spotify),2016-04-01,2016,0,15,237.893,43,,3.9648833333333333,4.0,0,unknown
2016,3curIcQGM2H8VnKS2DKzD8,Qué has hecho con mi vida,Eva Ruiz,11 Vidas,2016-03-11,2016,0,27,256.568,43,latin r&b,4.276133333333333,3.0,0,latin r&b
2016,2ScLXbekWkLv65ySA00ysl,Gris (feat. Prince Royce),India Martinez,Te Cuento un Secreto,2016-10-21,2016,0,38,185.275,62,"flamenco, flamenco pop",3.0879166666666666,10.0,0,flamenco
2016,2ouJdxisvQkYIIviwC3WVw,Tu frialdad (feat. Pablo Alborán),Jose Merce,Doy la cara,2016-05-27,2016,0,36,252.546,51,"flamenco, flamenco pop, villancicos",4.2091,5.0,0,flamenco
2016,13bwzTykJxqqBFUXlWyEbg,Perdida,Monica Naranjo,Lubna,2016-01-29,2016,0,20,298.826,60,latin pop,4.980433333333333,1.0,0,latin pop
